Episode, Episode_Reward
282,-84.44919282772133
283,-35.83802200464305
284,-91.96122655186431
285,-46.62485308824038
286,-91.6453930374624
287,-77.71327506811193
288,-44.26959320260032
289,-56.64735801043482
290,-49.78734077825851
291,-76.22538756136798
292,-86.07432204428665
293,-135.06015796215107
294,-48.24188647654683
295,-115.10052119082297
296,-37.879561910728015
297,-127.0243089327471
298,-225.53519471349531
299,-125.60566153446604
300,-58.470802554537826
301,-9.860777462790026
302,-76.0494449306753
303,-21.899879579010204
304,-85.58522921301888
305,-35.25582308777787
306,-76.04263443402044
307,-89.91517040182903
308,27.152563134040946
309,-97.77688654949937
310,-76.69732170508695
311,-54.934333009700026
312,-93.47658083759335
313,-55.71125196761791
314,-105.11297961400831
315,-79.13351059418666
316,-74.77641743905845
317,-56.85320231893323
318,-77.77800520282852
319,-95.38446608889116
320,-209.81309943091173
321,-79.83309292945641
322,-81.73509408141855
323,-106.40866104436626
324,-146.3515058802816
325,-242.53004906416064
326,-57.54037248466035
327,-89.91671764442313
328,-44.401783445329826
329,-65.9303602018932
330,-180.00473706917688
331,-55.37879532619806
332,-57.82018522643972
333,-51.45754165251518
334,-106.80594719917653
335,-134.59759177038353
336,-53.01223251135508
337,-45.0292285749413
338,-52.307831227455814
339,-34.33346279764088
340,-74.35132050000527
341,-17.761569281276422
342,25.53152406458969
343,-54.558434580359574
344,-108.34965093348704
345,-47.93005893893511
346,-41.710162825966165
347,-70.11407367859573
348,-57.01307391227813
349,-52.55433199201313
350,-29.573926245036006
351,-51.52988163639476
352,-79.26027205680799
353,-35.29608854453083
354,-80.33229449976017
355,-66.0091551282362
356,-9.279195780834698
357,-46.991239879673785
358,-89.90806940550533
359,-83.26255061030864
360,-84.45547337786788
361,-106.6370274653383
362,-57.19335334170983
363,-50.85066892293786
364,-75.6120892339834
365,-83.57455277602234
366,-74.22939021181935
367,-53.98966499271238
368,-46.37906794615813
369,-80.90095766923778
370,-48.286604968555224
371,-11.705625334870376
372,-42.26428147408313
373,-91.35769016136142
374,-63.44087576993619
375,-30.644796789743523
376,-72.45084242663492
377,-49.58469032494345
378,-80.35422371959895
379,-106.88825345834647
380,-84.18755970146806
381,-81.55965799709291
382,-44.61021269371961
383,-49.55537293415294
384,-57.071845608690964
385,-53.31710376466966
386,-35.35015355830909
387,-55.305424827136676
388,-51.381205767864216
389,-58.104633743462564
390,-88.64464147588073
391,-80.91462322922999
392,-73.99888380501108
393,-84.74687153068753
394,-76.13608030137756
395,-32.44862467662857
396,-56.432407333765426
397,-94.16027377152325
398,-24.398234667797155
399,-87.43139891482696
400,-61.135193535728604
401,-66.54483604341115
402,-9.449626903715881
403,-56.2329031360362
404,-70.69093065795087
405,-97.48546257220926
406,-61.26193719135986
407,-74.3739832868811
408,-52.28394015420855
409,-48.3304669240558
410,-27.967989795643547
411,-51.65417558535691
412,-45.09961749320134
413,-54.022156082739386
414,-21.519909673364666
415,-44.40044251165996
416,-70.50689406661161
417,-56.421749315216545
418,-96.06309265129224
419,-15.792349400933304
420,-124.70826575407195
421,-79.83164499428311
422,-47.73253058150074
423,-100.7837312682914
424,-99.38755256203262
425,-41.07688262002314
426,-47.48621035431885
427,-100.15638959152129
428,-21.505718325922416
429,-45.180956497566726
430,-55.366665806669374
431,-64.18895289348204
432,-73.1036131463057
433,-61.55545325562002
434,-11.176057312851825
435,-0.40758170821492
436,-48.28630699813648
437,-39.14011883793198
438,-85.1584974878354
439,-37.800275433944364
440,-20.514089765530983
441,-78.83914533434844
442,-53.64090848514872
443,-65.79859552059128
444,-52.786539651754524
445,-52.15344380228136
446,-25.413279504596872
447,-134.98859043270963
448,-39.32713014568208
449,-83.18219969698745
450,-48.49062792157251
451,-75.94894615052621
452,-36.957777517974804
453,-82.7360603128309
454,-6.022307521508765
455,-51.572384917074345
456,-103.3904550078626
457,-118.99330762493094
458,-78.27569567019314
459,-36.57315847218874
460,-63.41527858867439
461,-20.871665063911877
462,-134.0967148577751
463,-55.52348202395274
464,-46.65859312387522
465,-53.46507356274163
466,-26.439634018495525
467,-75.09447839358506
468,-56.556217157577265
469,-82.23262672176384
470,-51.79280507093444
471,-29.12474650680859
472,-33.84199319073761
473,-34.18205730244749
474,-75.31352179506266
475,-50.871809666669606
476,-28.77353204054336
477,-26.23501573691081
478,-58.33979993617878
479,-0.4183833835076314
480,-61.68140277416394
481,-66.60577607446882
482,-43.72626570273603
483,-73.4222386462636
484,-98.3830717015139
485,-59.26673339848452
486,-60.331022706817194
487,-50.651865410806764
488,-128.37979818094917
489,-68.88700904392465
490,-83.36806253661865
491,-21.184896724467492
492,24.090640818405546
493,-6.027936801243101
494,-47.428414386317826
495,-11.819642737441853
496,-57.07788730252251
497,-55.26915883606748
498,-68.86693368928522
499,-92.66205733403758
500,-32.82026081051981
501,-86.22438872013713
502,-33.57264166637755
503,-18.764927090814354
504,-24.756888266847753
505,-83.93529905307628
506,-15.807863079029289
507,-54.46310166892338
508,-44.012830836455855
509,-66.11439002162476
510,3.5207808901816406
511,-24.18587369448923
512,-100.20468776927373
513,-17.626613386023834
514,-104.09762901012085
515,-204.76906529911756
516,-25.966112404462166
517,-84.84810080627528
518,-39.49707020505873
519,-15.948859735695166
520,-47.15870546004268
521,-58.01423255832489
522,26.26069450442681
523,-113.38778514493322
524,-154.4937712832135
525,-1.320199843809874
526,-39.61791638155714
527,-91.72399352495174
528,-72.28811048573237
529,-31.8316665088456
530,-52.09982117985298
531,-47.75244432563953
532,-101.54639835700641
533,-191.87298549773416
534,-20.030594631029558
535,-66.23282482719299
536,-20.91063172793531
537,9.712246630641033
538,-120.14917414538414
539,-43.066160848378914
540,-58.60537712301358
541,-84.78727885974547
542,-30.112576485332553
543,19.748320234981804
544,-50.45946217557838
545,-35.45685178420766
546,-79.41896875139813
547,-47.159834229578074
548,-12.725684974006327
549,-111.51577617628425
550,-49.40915296155668
551,-23.814367523002588
552,-34.395993777843884
553,-71.14421133345974
554,31.864627141270972
555,-95.53209028427894
556,-185.6263517463443
557,-195.69647616341072
558,10.46943798161702
559,14.268980324801277
560,-65.15899097154141
561,-73.02438324589477
562,-74.57030949160949
563,-8.022147685185288
564,-21.05826379728282
565,-47.69875121636805
566,-25.349623511479194
567,-59.01302618791132
568,-210.54296974481667
569,-29.913329773998854
570,-61.66631635386989
571,-48.97082780475286
572,-64.81836660793006
573,-12.764612695029385
574,-57.04599580969836
575,1.8880664848456945
576,-30.3726850816617
577,-206.5131888943697
578,-45.95185649385901
579,-45.605023918150906
580,-75.79048669632706
581,-41.13187458297544
582,-62.5193704383291
583,53.7829845955512
584,-82.32255737875079
585,-35.56479589924486
586,-195.6871419819563
587,-38.00750704262485
588,-43.68176388409369
589,-18.812883980900054
590,-38.713238457495976
591,-51.53645862482933
592,-1.5268055197129797
593,-66.52833526956098
594,-91.715417536063
595,-79.45305874593281
596,-80.27728406578444
597,37.62174488748309
598,3.517556816362216
599,-27.37081900084425
600,-33.89769718068733
601,-176.03619236652145
602,-29.50704777632899
603,-62.78194947804208
604,40.62714527849589
605,-30.85906699956908
606,-58.485107882840914
607,-28.793687998020232
608,-16.779786741337517
609,-23.681064149875866
610,-52.55989827938356
611,-167.86060476606565
612,-2.22699399369786
613,-40.181424366717664
614,6.7607853917302805
615,-41.654243288122224
616,4.381237011376243
617,-131.3403006281566
618,-51.27268724417644
619,-68.8983646692645
620,-28.564457679700894
621,-52.862078301082306
622,-68.40063785032967
623,1.1600973515862592
624,-43.049929258927335
625,-32.03365000009242
626,-24.306936285385646
627,-152.60095093719914
628,-121.6513139114757
629,-50.04255682727444
630,12.123275862605212
631,-60.78126646008457
632,-117.66437405396749
633,-93.5291742116816
634,24.291913106116
635,-16.71199529477127
636,-158.87593083813817
637,-13.862395136232223
638,-12.889905668664184
639,-92.02282077884769
640,-39.06582781983924
641,31.956328684051016
642,-54.649765640328326
643,-46.653114617557506
644,-14.349745774559928
645,38.79661368265593
646,-16.358670844641694
647,17.127665939879705
648,-22.596480082151885
649,-5.162378431893998
650,12.756815975512978
651,-45.00302970377601
652,-11.281660759899353
653,-82.00321703398383
654,-112.05966670370941
655,-49.34164887736128
656,-17.43345558710864
657,-16.92263859463148
658,-60.89354111031332
659,-42.946568287856685
660,13.28127550802553
661,1.4455899349339063
662,-54.107589939244974
663,-20.384962142120713
664,-106.54639390307305
665,-23.29794097671487
666,-40.106631277739616
667,-5.467028977803925
668,-25.64417774310624
669,-25.220268803261206
670,-76.87932521833343
671,-62.787083562395075
672,-34.76801800204987
673,-28.400665378061248
674,23.280781579009002
675,-41.794333802355155
676,-47.20919282184049
677,-16.693727606971592
678,-70.49946121372494
679,-13.32529531167745
680,-23.610815030921103
681,-52.5954067585209
682,-24.75447969890537
683,-52.24243715220112
684,-82.47974361836644
685,19.297117693374076
686,8.640056182407392
687,-10.290961771050291
688,-47.058979403529726
689,-53.25552178901313
690,-75.95609272430838
691,-43.80510982519195
692,20.826836045726957
693,-10.806177203679269
694,-52.70992664963737
695,-2.808190765731325
696,-60.760402786496286
697,-18.59140111661074
698,-71.14281096207296
699,-47.75591698888313
700,96.49986613591571
701,-71.66893267160721
702,-3.6618586920181
703,-62.2221737122269
704,26.143454084248543
705,-79.98969877692046
706,-54.5765077391781
707,12.666214157491169
708,9.098365427243863
709,39.86407396326959
710,38.10058253342365
711,-41.385093160339835
712,22.87500081764486
713,12.974097422318394
714,31.91196414809309
715,-72.59454842518424
716,46.37495208102828
717,-76.35692923971764
718,-7.913341153656006
719,-19.338638403307044
720,-31.931894285066676
721,-6.187749113784619
722,-59.5359087350936
723,-47.550612331310475
724,-23.56614112227315
725,-107.64381855449348
726,-74.58634723768168
727,37.63080328416726
728,6.533824075192356
729,-48.83061821351849
730,23.910076715205488
731,-25.41261260885716
732,38.07541876856202
733,-44.160854070398926
734,-22.630017334483853
735,-49.83958683947469
736,-2.360625235377981
737,-12.017389388393212
738,-16.846262873492805
739,-8.815480962913654
740,-36.85618854737693
741,-5.138070897835917
742,-60.17297981509927
743,-4.924669225505937
744,-23.605918346574697
745,-20.857781101659796
746,-4.8067392921780225
747,17.437927817477828
748,-31.80106749753186
749,19.91282642012021
750,17.745438533095935
751,17.652396831899893
752,-16.195765360402945
753,12.415922937352633
754,-34.42519089238992
755,-32.42743029560313
756,9.53146086466539
757,-63.12577965710784
758,-5.664167236854098
759,-13.73426012119171
760,-39.99874457155839
761,-12.779765427101268
762,-82.0899105206802
763,16.61142061648644
764,-2.3966834792811795
765,-16.474410202707972
766,-19.644106858914114
767,40.31984897046425
768,-43.968934720229
769,-58.580708725920125
770,-1.3929443336997307
771,10.773525496338294
772,-21.331419555602764
773,-51.60566254391454
774,1.0950638550711813
775,-108.30790996722277
776,-73.98114819004095
777,81.85270141655411
778,3.841385959418247
779,-24.56400006713116
780,-11.306181631255939
781,25.308333335798878
782,15.908865238754956
783,-4.554087079496924
784,-38.635686498164915
785,-22.714720805502026
786,26.320639032208902
787,2.284977565180845
788,10.333786215222233
789,-32.57505069836027
790,-59.983235737115216
791,16.05970714311619
792,-26.68919577517751
793,58.70894781646767
794,-16.63942301046221
795,25.054011296960553
796,-62.399561499718246
797,-24.092935875730646
798,-105.24542304991776
799,32.025328059283
800,-8.92471680566598
801,58.85494284252613
802,-63.18590291704804
803,-50.90541518989339
804,-17.452378102074412
805,-3.6847483262750274
806,-65.1948008048837
807,50.13096164130385
808,-26.19534661671304
809,13.121224186725538
810,-21.1447637225414
811,-23.640450792301877
812,-27.67668073644427
813,24.043588253781017
814,42.63311308205483
815,-20.081401740332524
816,-26.159535573425984
817,27.83752270385648
818,18.709597805787393
819,3.906315488908021
820,76.73705216588696
821,0.6127673472026312
822,-69.72848005264552
823,-27.351033782588075
824,-35.528280283824444
825,20.60789904310448
826,-11.077844036124063
827,-26.80336707254598
828,-5.883665822216969
829,26.16913114540968
830,-26.378473319799596
831,15.951778212956853
832,-18.4921327593773
833,35.48389198257249
834,-49.838349733461314
835,-7.345569482898137
836,-8.322139244132998
837,-24.152008330455814
838,-17.637547109238024
839,-23.026494259119247
840,-214.00752105288365
841,-55.406458977388624
842,8.86828903243439
843,-19.235527625994152
844,29.578525071232946
845,18.642390615785537
846,15.130456242939431
847,-28.087991312693855
848,42.7516154050858
849,-72.39454940369832
850,-249.06702308918506
851,5.017933852633291
852,-12.917779744756771
853,28.397615055292277
854,-57.7713744595696
855,0.7699066096922422
856,-22.29514648437319
857,12.200234767483323
858,-22.716642231745553
859,-31.297224804159
860,10.392295124497792
861,-14.7717148441855
862,96.27937787902974
863,20.082731120016035
864,-18.276432602599627
865,-28.58523393112057
866,-50.92465504089387
867,11.805283439681233
868,44.841455537830456
869,-15.579812348806229
870,-128.87122323130626
871,4.2830292279194
872,20.19830946360332
873,-170.5216971520661
874,25.860445795188724
875,-38.25244726041005
876,28.92748872022977
877,-9.216880916174356
878,2.3958269869364415
879,32.5366054527932
880,-183.26226779970898
881,-9.764888096260293
882,-21.325883389094187
883,67.10820661877608
884,42.67057517014152
885,11.972076622048945
886,9.250524299031326
887,-39.86584659980363
888,-184.32506712457302
889,30.36509419845288
890,71.19683625183706
891,-236.82886987476596
892,16.86077249622626
893,59.643488709733944
894,-3.065508038248069
895,12.350524487559742
896,-23.84861945781782
897,23.85334612447654
898,-12.341329688261752
899,-13.810191276052933
900,-51.380988572465384
901,-15.47889643311646
902,-3.075558936318785
903,66.2345255893924
904,0.28411134262472615
905,-198.12060277698674
906,-12.168213323242881
907,-52.53862981784004
908,-30.89971236674758
909,99.01346338102844
910,62.75872733625676
911,-8.24617794542121
912,-38.77317510020545
913,0.1179084870550895
914,-1.9982153539195622
915,7.673564401161329
916,7.384517692148179
917,60.53468406588702
918,-23.53374684724976
919,-54.861560053913934
920,257.03576268298707
921,4.956670412196551
922,7.424007686316429
923,32.55996538925398
924,-15.017204174313136
925,90.89081254848551
926,100.25533397114914
927,12.441933348028044
928,-32.652108418939804
929,-23.067774616964385
930,211.85012610135257
931,-53.414092596652694
932,-64.19452483032777
933,-33.19949397126133
934,-8.143586868408335
935,5.286407893932331
936,123.06793795810304
937,85.30902941816852
938,80.49014124989134
939,-2.7031245046299404
940,-27.27336469224099
941,0.18847654040136774
942,116.12909309039415
943,-2.557114077354484
944,-31.142824979308955
945,11.575167639445354
946,-19.303730150424116
947,-1.2488174323025731
948,23.50571665657705
949,8.724780676532205
950,87.1626866940827
951,-15.283727318506834
952,4.745407908206886
953,53.969368734187725
954,29.67566011455102
955,96.1036012375658
956,-158.17351532235926
957,132.14746361093736
958,34.465291037690065
959,-3.1019152307909366
960,37.75179375957194
961,14.252405484929696
962,83.17710237347934
963,24.25907251550089
964,-72.89112979320237
965,-44.14871456096765
966,-2.6840522093699803
967,-27.691751985007002
968,101.74474739542985
969,17.623451691567737
970,113.90801734655825
971,73.32438549007068
972,36.28043321124062
973,-13.001025565905536
974,15.734609512016604
975,8.82915060599288
976,-126.60792118194247
977,-2.075584734517008
978,31.055714728236893
979,17.31998727245484
980,40.678609578432344
981,81.4784983654583
982,16.386850458166364
983,37.32369187229958
984,11.893848341474808
985,-36.15259578778222
986,84.79433744677581
987,-47.05246137967005
988,2.4656647591329914
989,21.5826491714205
990,3.638973894999239
991,-27.67041736375738
992,138.91194397348443
993,-15.746986416362347
994,-30.761400419700024
995,111.63097114228614
996,125.400082102427
997,-49.86225214530866
998,36.30770118591133
999,27.497635926498646
1000,7.0749945816141775
1001,-38.351623371792925
1002,116.92929274007246
1003,-5.433060658529072
1004,39.63988742576964
1005,-31.328081353457804
1006,5.64014299428753
1007,31.32149283203603
1008,34.869880657885034
1009,0.12068938188444633
1010,-56.31652081444058
1011,23.890806406871278
1012,-29.67848872436663
1013,-38.718675810246424
1014,14.477636840592538
1015,-25.843410859807847
1016,-2.957632933294633
1017,8.55573392736386
1018,26.748123752609217
1019,142.83191174522534
1020,109.96197379718417
1021,107.63529894293887
1022,0.33150720064452344
1023,127.92500419004406
1024,121.0962859191165
1025,-28.084117444734346
1026,-26.80408116853961
1027,-7.49503354494054
1028,14.390889415728793
1029,32.3952651618288
1030,-17.90614670684687
1031,120.90319330761488
1032,33.188516314476345
1033,-11.426383349608571
1034,107.59332300308367
1035,28.97910851930797
1036,9.778426330969523
1037,11.111475931577758
1038,149.49419050592581
1039,161.96114954327916
1040,144.90851072473606
1041,61.97445601654975
1042,139.8958101165948
1043,-9.434483611827275
1044,23.922961972259472
1045,-183.01881375426112
1046,-63.40890439891568
1047,258.32204496374396
1048,150.44868391819782
1049,-4.047160593292233
1050,-28.76634902998792
1051,-14.304093943841309
1052,57.68774068654133
1053,17.82201009992771
1054,160.9937980911481
1055,-0.7365293448920482
1056,148.44130504657224
1057,21.75636417570196
1058,-32.74524717671164
1059,13.766417710616068
1060,-19.186378881601726
1061,2.663259394639823
1062,46.66913543919037
1063,139.38435725731597
1064,12.651131314833748
1065,262.9232478418826
1066,-21.176565507987988
1067,153.55751463951668
1068,17.482297932921398
1069,51.35229703053463
1070,81.45706008902705
1071,-38.97819221155251
1072,-151.37134830850147
1073,8.285132240156699
1074,-157.18902856324374
1075,237.15176057631274
1076,-2.0882059564305564
1077,123.87189210202664
1078,159.70589206693816
1079,11.987579672541784
1080,16.92968523547094
1081,12.536809987426338
1082,-62.51280694855831
1083,247.19080324266645
1084,14.432519470342797
1085,30.108697318299505
1086,20.928944447824605
1087,16.346068207432026
1088,39.473087144653846
1089,-19.57390267661586
1090,-149.06619494533348
1091,146.30013561004787
1092,-5.5922237362330804
1093,33.45655411346095
1094,-28.7618363609387
1095,56.25866507378768
1096,15.24653722905245
1097,1.1323503966310682
1098,110.19394661713602
1099,0.5993347483632334
1100,105.28999263329983
1101,24.929846196437737
1102,-183.61717053087878
1103,157.99748625735606
1104,113.72875612479794
1105,150.57054768619096
1106,147.96483672285203
1107,8.94873697056775
1108,153.77363439766867
1109,167.3336976140132
1110,-24.975580267265528
1111,173.26387421236348
1112,137.09167234291925
1113,8.997354996102558
1114,-48.4215416792473
1115,159.24410907376625
1116,170.72521111834328
1117,133.85041545277068
1118,143.3022231619136
1119,1.7381762152615465
1120,137.4143382876102
1121,19.156921153367932
1122,6.017310295127388
1123,101.88342126566562
1124,124.41476885264156
1125,118.39669239445846
1126,39.864345036383924
1127,16.519986214492732
1128,17.252074218970762
1129,158.44773785403683
1130,149.01557705386813
1131,-12.393185042804149
1132,9.94418922183273
1133,-26.32465541747868
1134,103.08096030307529
1135,2.9691915185670723
1136,48.46957069825771
1137,-8.141346018675762
1138,117.64491351899466
1139,-13.86561034249489
1140,119.45746457676496
1141,7.699514910192633
1142,48.81308399220049
1143,143.914583577922
1144,92.43212535078206
1145,-15.111120238143926
1146,3.7233649082238855
1147,5.163335931779912
1148,-4.2428044966092955
1149,-44.77040764630199
1150,156.5056427872773
1151,116.98828311051852
1152,90.87303522039103
1153,29.57970870990337
1154,143.81273358165845
1155,9.397976475033545
1156,37.32664188029952
1157,-22.562079862259523
1158,-3.733500116982256
1159,143.35813503500773
1160,258.1603517752755
1161,150.5350627988105
1162,2.0815223469859916
1163,37.434856267037276
1164,140.66080506716696
1165,22.049687961305267
1166,161.96658928347776
1167,-15.62965923655068
1168,183.30744728349418
1169,310.324565911931
1170,35.04889133793688
1171,120.08383818480362
1172,-144.3626315036213
1173,253.8730030595384
1174,37.58923180449034
1175,97.86052846742538
1176,23.18359004123323
1177,11.309097977187832
1178,172.17308033545427
1179,117.94163119255418
1180,-165.94698177205805
1181,165.08967851012994
1182,17.85972582248735
1183,-36.59225717689294
1184,-17.82419413702695
1185,165.84559273285262
1186,146.27454279880925
1187,47.897183309846355
1188,-19.66343055483891
1189,72.45135816518417
1190,144.64033912207657
1191,4.011798289647828
1192,148.94401059838373
1193,161.85609566039037
1194,0.9207340542110245
1195,66.88437229479241
1196,-32.834418544303205
1197,148.4314255985261
1198,31.670644317519532
1199,158.87904164107204
1200,15.897693423294214
1201,-39.7263563360456
1202,39.115277350553896
1203,125.31191889477685
1204,142.3530541661479
1205,2.7335969486158547
1206,141.16339647456925
1207,-24.890455474959026
1208,98.17455708175237
1209,41.13670121486928
1210,194.2049755764406
1211,12.921594326340156
1212,44.71764229406952
1213,-28.134319629151932
1214,20.09034009958522
1215,22.089541456948254
1216,7.975530573528857
1217,-3.9210459949968026
1218,-21.151136736271837
1219,167.4417277693066
1220,-0.9184308047838812
1221,-27.97656389895012
1222,108.77785285551596
1223,267.75953065199894
1224,-138.07553722079342
1225,28.22687753084304
1226,145.52952788171757
1227,60.731237248943884
1228,39.77430416870976
1229,171.0357583935009
1230,-47.77158974900709
1231,-23.74562944701914
1232,18.50948379388936
1233,6.39628506095184
1234,118.3982836350147
1235,-24.883167418484973
1236,43.84366332753061
1237,16.88503783980366
1238,286.0615506759548
1239,284.5143774089934
1240,49.339488435645805
1241,-3.3054528619324373
1242,256.8064580317125
1243,-11.576719765159638
1244,-73.2622998412377
1245,119.9418619729722
1246,151.44160275485712
1247,170.2175080739198
1248,28.30819884929116
1249,25.200956362156163
1250,25.416886670182695
1251,44.42488524446355
1252,28.860714844199663
1253,24.632780981830194
1254,25.66605313040006
1255,156.59108260668003
1256,137.20932523447226
1257,145.97462962217867
1258,21.126626528821575
1259,69.31246337733194
1260,-120.7823064983775
1261,15.874440571135807
1262,-444.4166153002731
1263,9.897128997626893
1264,-24.939167191916596
1265,-5.097302936171047
1266,151.177354907918
1267,-17.262229444783017
1268,-10.479256784332605
1269,22.703142668715273
1270,36.094582530696556
1271,128.41742124732272
1272,12.889698318035158
1273,11.23099230550227
1274,46.44439751095115
1275,-14.73005916329926
1276,-405.61404594927325
